job_id,job_title,company_name,language_and_tools,job_salary,city,province,job_link,salary_min,salary_max,salary_mid,sql,python,excel,tableau,power_bi
job_888633823e3a960b,Senior Policy Analyst,Insurance Council of BC,,"89,606Ã¢â‚¬â€œ$128,809 a year, $89,606 - $ 128,809 with, 128,809 with a, 112,008 per annum",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=888633823e3a960b&bb=H-WBgSvMZUIpm6U4-KIoieN-BIpUVg1XNob_GeA0l3-u22mn0eW0vu9Ft7SL1IRiVyEVFAZ-jUTXshQPv0veha3rqzFq1SUdt7FMW5OlP558TTlSdL8tsXeMBxuLyo4m&xkcb=SoA767M39Kh69wSD4Z0IbzkdCdPP&fccid=22edda3b09c04a27&vjs=3,89606.0,128809.0,109207.5,0,0,0,0,0
job_9d84d5db08887bff,Business Operations Analyst (1 year Contract),TMX Group Limited,Database,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=9d84d5db08887bff&bb=H-WBgSvMZUIpm6U4-KIoiRmtj_eesp8pWJDM8z_ZhHdWNil10rHBCq1V6CRJq0fApGCFEEvb7XaqHYOQVH5k0ovHL7ejor2-lmOpr38qi7B7Hp33FuUzb62aO83FhWx0&xkcb=SoC167M39Kh69wSD4Z0PbzkdCdPP&fccid=e703782e9a357fad&vjs=3,,,,0,0,0,0,0
job_06d9be74b246d0d0,Senior Business Systems Analyst,Royal Bank of Canada,"Sql, Big Data, Gap, Jira, Database",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=06d9be74b246d0d0&bb=H-WBgSvMZUIpm6U4-KIoiYQ7puUf6ClzspFzNEq4H-SpCykLhkzjant49VeN_2Ql9Fci_gJl6yPKun76bRamt4JiobXtERWpCn-hyLQgIR_LhrhLE1FmIw%3D%3D&xkcb=SoAB67M39Kh69wSD4Z0ObzkdCdPP&fccid=537b899e30af3338&vjs=3,,,,1,0,0,0,0
job_1e57e15d9cfe6a71,Research Analyst - Translational Addiction Research Laboratory,Centre for Addiction and Mental Health,Database,27.48Ã¢â‚¬â€œ$36.65 an hour,Toronto,ON,https://ca.indeed.com/rc/clk?jk=1e57e15d9cfe6a71&bb=H-WBgSvMZUIpm6U4-KIoiSq4YBix6gyi-nmowmiwLmaVS1aXOBqsdlKMfHXtjUSEhbpmuTxTnmzR3JjZDsXutJglPUwEVMf03Jb2fEE1neRv109c9ds74lQCk0cE58Y-&xkcb=SoDj67M39Kh69wyD4Z0LbzkdCdPP&fccid=b73617af558c30fd&vjs=3,27.0,27.0,27.0,0,0,0,0,0
job_4dd11f6baed0cfc7,Payroll Analyst,Cenovus Energy,Excel,,Calgary,AB,https://ca.indeed.com/rc/clk?jk=4dd11f6baed0cfc7&bb=H-WBgSvMZUIpm6U4-KIoibme8BtnFT58c1L_qcVx36TccatDyqPtkrMO_iW9B8gIuU3lJ8vleXGnX4KS45OizxkyVj0ZmSgw_pa78TV4mzafDVamf1eUBQYzLxBJSpTl&xkcb=SoBX67M39Kh69wyD4Z0KbzkdCdPP&fccid=f4d35f3a0935fd15&vjs=3,,,,0,0,1,0,0
job_e8e9cdec17905888,Lead Business Analyst,Royal Bank of Canada,"Gap, Jira, Sql",,Vancouver,BC,https://ca.indeed.com/rc/clk?jk=e8e9cdec17905888&bb=H-WBgSvMZUIpm6U4-KIoifGRTIlbYjy_pJXmS0plm1aaVdyc1BrLEhZRTlBWBhgsZzQfG9ntFiGYDfUmAzr-Z-j4_MXEQM3lg8veJWu1pxjbHQDGCDt_YQ%3D%3D&xkcb=SoDK67M39Kh69wyD4Z0JbzkdCdPP&fccid=537b899e30af3338&vjs=3,,,,1,0,0,0,0
job_b15056840d927310,Data Analyst,Toronto Transit Commission,"Sql, Tableau, Python, Database, Excel, Power Bi, R","83,192Ã¢â‚¬â€œ$104,013 a year, 1 Department : Talent, 83,192.00 - $, 104,013.00 Pay Scale",Toronto,ON,https://ca.indeed.com/rc/clk?jk=b15056840d927310&bb=H-WBgSvMZUIpm6U4-KIoiSUsnHAgRWAmO98PH9NKxWuh7LzMK2DbwqwlRUXTmb3dMzK62bxVzjSGZpFwCezuJupqjE1cDmhSeeRPxvL-7XorEteBMpoQVUAVbiBMd4Zh&xkcb=SoB-67M39Kh69wyD4Z0IbzkdCdPP&fccid=27e2c072380e79ba&vjs=3,0.0,104013.0,52006.5,1,1,1,1,1
job_57405d02ac64960d,HR Technology Lead and Data Analyst,City of Barrie,"Excel, Reason","95,106.71 to $, 127,429.57 Hourly Pay, $52.26 to $70.02 Benefits :",Barrie,ON,https://ca.indeed.com/rc/clk?jk=57405d02ac64960d&bb=H-WBgSvMZUIpm6U4-KIoiU4PV7OSh_fvk8-higwVU6KtiuCSPFbrw0iYtCMQKVQmWoLSdv-sBTncdim7PNjORgAWy44NvOsmKQnghia3rcyVTiERgrpllasyeSlwMp_Y&xkcb=SoDw67M39Kh69wyD4Z0PbzkdCdPP&fccid=56897ef9a1dfc87f&vjs=3,95106.0,95106.0,95106.0,0,0,1,0,0
job_b3242ab2ba55b269,Business Data Analyst,Accencis Group,,43.50 an hour,Richmond Hill,ON,https://ca.indeed.com/rc/clk?jk=b3242ab2ba55b269&bb=H-WBgSvMZUIpm6U4-KIoiYE7I8GuJyKZZtPj24s_WGm8xlfhgzsQpOCE0HcUd7maXee7ydbjykA-nImsEirTNDuuh16BFiqfSN5fXNl6pJ9e0FwkjmE0GA%3D%3D&xkcb=SoBE67M39Kh69wyD4Z0ObzkdCdPP&fccid=228ffa6406a20242&vjs=3,43.0,43.0,43.0,0,0,0,0,0
job_87429f998a996846,(Data-driven) Marketing Analyst,Weyburn Credit Union,"Html, Tableau, Sql, Css, Python, Javascript, R, Power BI","61,181Ã¢â‚¬â€œ$76,458 a year, 61,181 to $, 76,458 based on",Weyburn,SK,https://ca.indeed.com/rc/clk?jk=87429f998a996846&bb=H-WBgSvMZUIpm6U4-KIoiVfnrxv3d73xNhw8yw8cWVVH-LaLy440DqNfxuHuzFgVEe6mWL3Kc_Q0xsLLuWDdghp2ViS62uCqbqLLM11eNGUIrS2vOVC7GpgRSc24Xx1p&xkcb=SoDZ67M39Kh69wyD4Z0NbzkdCdPP&fccid=3bc34544a7f0763d&vjs=3,61181.0,61181.0,61181.0,1,1,0,1,1
job_c7a6ad6bb1f69a45,Quality Analyst,Closing the Gap Healthcare,"Gap, Power BI, Excel",,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=c7a6ad6bb1f69a45&bb=H-WBgSvMZUIpm6U4-KIoiX9xng1Si1i80qJ3RqSdO08T7K80mSR4yCmT3nUrJ8beNhAP2g_T5djpOVHvOLDGeULhzjqsRuYHFZaqRvU7MDykGQKI6uD6ucfq3q8iy87X&xkcb=SoBt67M39Kh69wyD4Z0MbzkdCdPP&fccid=13ad7eb3ec8f709e&vjs=3,,,,0,0,1,0,1
job_8e3d81126fd79737,Technology Risk Analyst,BMO Financial Group,,"74,800Ã¢â‚¬â€œ$138,600 a year, 74,800.00 - $, 138,600.00 Pay Type",Toronto,ON,https://ca.indeed.com/rc/clk?jk=8e3d81126fd79737&bb=H-WBgSvMZUIpm6U4-KIoifg56PB0KNqsumAaOgkGlgHT_h-7wetsSlbEcz-Ak6EYYidSTzqBM6t2XyBzlrwnpwem2JOol3qdjlAHiFdEVqzPRQ6nq-WjZw%3D%3D&xkcb=SoCE67M39Kh69wyD4Z0DbzkdCdPP&fccid=3a429036b3725efa&vjs=3,0.0,138600.0,69300.0,0,0,0,0,0
job_c6975b9b0eef87f1,Business Analyst,Banff Caribou Properties Ltd.,Sql,,Banff,AB,https://ca.indeed.com/rc/clk?jk=c6975b9b0eef87f1&bb=H-WBgSvMZUIpm6U4-KIoiZkAu1oMTg55wFj4fRFKA8VVZoKXgrzlT1DvEQvPFXe0-5T_jlotF6um2LYv0pXS1Vl7g8bmWS1U1Ta6MCeEfFaPkGEjGzzS6h5ldiFgS7qk&xkcb=SoAw67M39Kh69wyD4Z0CbzkdCdPP&fccid=7aa3ef496038d644&vjs=3,,,,1,0,0,0,0
job_6ee92e96a10ebb73,Technical Support Analyst ,Seequent,Database,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=6ee92e96a10ebb73&bb=H-WBgSvMZUIpm6U4-KIoiRM2-SKO4T8sUQDlLznGAKIARG2JZMnHzRNfiw3CE4VlA2_Bl9z3gv1LXiz4H3_DTCHdfd01ihmttCAYMbscUMDGg01AAiefXDeaRQ1zAia-&xkcb=SoCt67M39Kh69wyD4Z0BbzkdCdPP&fccid=fc23a68d547d2228&vjs=3,,,,0,0,0,0,0
job_6ee92e96a10ebb73,Technical Support Analyst Ã¢â‚¬â€œ IT / Database Management,Seequent,Database,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=6ee92e96a10ebb73&bb=AoLFnGGnQ9V6qwQLHSyVin-wB0w8CUOm52rTGHqiWRQVN5yyMjXUxsYAy4GhWSa7L_ZyKsEstNai5-7Buo4GoxWspxKRdGKeRomt4VoRFS-4o52qRuG6zI5Vd2ltiOav&xkcb=SoA867M39Kh6jIxBIR0KbzkdCdPP&fccid=fc23a68d547d2228&vjs=3,,,,0,0,0,0,0
job_5372463deb0f5d17,Bioinformatics Systems Analyst,University of Alberta,"Machine Learning, Database, Database, Html, Git, Matlab, Javascript, Perl, Css, Java, Python, R","54,764.33Ã¢â‚¬â€œ$73,940.15 a year, 54,764.33 to $",Edmonton,AB,https://ca.indeed.com/rc/clk?jk=5372463deb0f5d17&bb=AoLFnGGnQ9V6qwQLHSyVirRxkSHiX8-oESGLrTduf9_Ad0tPmPbsJQoJwLA7Br-2JzvRyuy6o_VTZnV4rRvDSXrI9BVKbs_NCqsW7VAn75SlTQihGbmqQg%3D%3D&xkcb=SoCh67M39Kh6jIxBIR0JbzkdCdPP&fccid=09ac3ce4d9d271d1&vjs=3,54764.0,54764.0,54764.0,0,1,0,0,0
job_100afcb28566ea75,Senior Systems Analyst,Mackenzie Financial Corporation,Sql,approximately $252 billion in total,Greater Toronto Area,ON,https://ca.indeed.com/rc/clk?jk=100afcb28566ea75&bb=AoLFnGGnQ9V6qwQLHSyVigLejCwdtCYgaLWsX8h-RTUgum4VBvm-7XGxhzERiIHWyYVkKNSPHWHUwmBgrlkRmfL8d63W7Etqw8wwATK-Ek4KiaEbkZ-cL9r-A6pv-c_e&xkcb=SoCb67M39Kh6jIxBIR0PbzkdCdPP&fccid=52a74fec53c33d90&vjs=3,252.0,252.0,252.0,1,0,0,0,0
job_2cd8130d6879713e,"Analyst, Business Procurement",Banque Laurentienne,Excel,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=2cd8130d6879713e&bb=AoLFnGGnQ9V6qwQLHSyViqArzmsBg94SJkKH2pI2huXn6uSW-sBPc_dRuoEfz4WBV4oqQrwR51KDMpaGPcj2sOFL0FEM9q4LAEkyPJMzVqDzRxBQjnpKu9owhBB-2AXH&xkcb=SoDv67M39Kh6jIxBIR0DbzkdCdPP&fccid=af614bc43ec65114&vjs=3,,,,0,0,1,0,0
job_d7397e2fd56c2e6c,Policy Analyst,B.C. College of Nurses and Midwives,"C#, Forth, Excel","104,423Ã¢â‚¬â€œ$109,644 a year, 104,423 Ã¢â‚¬ â€œ, 109,644 annually ,",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=d7397e2fd56c2e6c&bb=AoLFnGGnQ9V6qwQLHSyVilaqMrn6AdVRNLVJCHs5Z8CHnfuBXaIpY9qUZxaO6TYvZNlinOPHo1GpFwanQE8WW1KTnBCHYLNxegVOH8FAkUCPhM2TnUm-5kX4Tgr1lkRm&xkcb=SoBb67M39Kh6jIxBIR0CbzkdCdPP&fccid=6d074862e2e8480c&vjs=3,104423.0,104423.0,104423.0,0,0,1,0,0
job_848652e925bad53b,Payroll Analyst,CloudMD Software & Services Inc - CAN,"Excel, Reason, Database","45,000Ã¢â‚¬â€œ$50,000 a year",Remote in Beauceville,QC,https://ca.indeed.com/rc/clk?jk=848652e925bad53b&bb=AoLFnGGnQ9V6qwQLHSyViqWNRBMkilPNiWjS2Cx1kQy7tFPi4w2ovT7b7NbQOOFHvswJ370dfJaIE8zk0kZx2Ouu8OqxttHVOGuXau6dLZ9K6MozFv6PPyQFHX3XOaHy&xkcb=SoBy67M39Kh6jIxBIR0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,45000.0,45000.0,45000.0,0,0,1,0,0
job_ccb229d30636252e,Bilingual Senior Analyst Corporate Investigations,Canada Life Assurance Company,"Power Bi, Excel","54,500Ã¢â‚¬â€œ$81,800 a year, between $54,500 - $81,800 annually .",London,ON,https://ca.indeed.com/rc/clk?jk=ccb229d30636252e&bb=AoLFnGGnQ9V6qwQLHSyVigVAQqu4GOQ9_wjS8rtcLvIGf6trfhSrMq5X-J_Srsr2is7w_cL_ZBHTe9JPrF507iXyPTeFK9gofpAjgt8awRrVg1He2IwZtpNxCxN-qy-T&xkcb=SoD867M39Kh6jIxBIR0HbzkdCdPP&fccid=1d6ec442ed82ef80&vjs=3,54500.0,81800.0,68150.0,0,0,1,0,1
job_8911d6f345dc9089,Payroll Analyst,CloudMD Software & Services Inc - CAN,"Excel, Reason, Database","45,000Ã¢â‚¬â€œ$50,000 a year",Remote in Charlottetown,PE,https://ca.indeed.com/rc/clk?jk=8911d6f345dc9089&bb=AoLFnGGnQ9V6qwQLHSyVit4xWirej1Rk9ekCYQ33zx-poxJTlIncW9QipEkRr2VlajCWbNW3zajHiDfWxAi3mqLWmHGF0_XRa_hFBgcj7VnDbUnI-7qGchbY2uwS0H0p&xkcb=SoBI67M39Kh6jIxBIR0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,45000.0,45000.0,45000.0,0,0,1,0,0
job_f978674a3df197c4,Data Analyst - Informatics and Systems,Snaplii,"Tableau, Machine Learning, Sql, Database, Excel, Sas, Power Bi, Javascript, Spss",,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=f978674a3df197c4&bb=Ic_W8nQv6gRy_8L31bwzA_ArVBjqvA55A306YcI-XJ5_0JNug5f-ZdiGMZvJ2BKh8XWuERqwyJQXruVIgqbSLnNZZ7Xd-_AmrbfQLvF42vqiqT0NW3sLYSFQFhhG_q1C&xkcb=SoBJ67M39Kh6aWQ8FJ0KbzkdCdPP&fccid=f92c6ba5016b2b11&vjs=3,,,,1,0,1,1,1
job_503cf82c6f25847e,C-GE-916 Ã¢â‚¬â€œ Data Analyst,CAE,"Power BI, Confluence",up to $250 per intern,Saint-Laurent,QC,https://ca.indeed.com/rc/clk?jk=503cf82c6f25847e&bb=Ic_W8nQv6gRy_8L31bwzA0m2fUpem5kVN19N4pBKNOPp9iBzPeMofrji0NDBV6JVIVq9xkF9JxfvRCNZAMG0gnn-psqNhwavuYPLzHzk-9zGxTr9GkRddqjzAGT8xWWb&xkcb=SoDU67M39Kh6aWQ8FJ0JbzkdCdPP&fccid=b839f9af280b111f&vjs=3,250.0,250.0,250.0,0,0,0,0,1
job_17df4683a300eb4c,Advanced Data Analyst - Frostbite,Electronic Arts,"Sql, Aws, Databricks, Gap, Azure, Power Bi, Python","107,600Ã¢â‚¬â€œ$147,100 a year, $107,600 - $ 147,100 CAN, 147,100 CAN Annually",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=17df4683a300eb4c&bb=Ic_W8nQv6gRy_8L31bwzA3KA7fyxBl6B8N0w0Oz7xVzjpdB6Wx_iwsAU4qbn-Tze-vZxOmUkPUKe_0QwlJiebNWpZD07MCQ3H6tJGX_S1kq1iOEUVtEtIA%3D%3D&xkcb=SoBg67M39Kh6aWQ8FJ0IbzkdCdPP&fccid=617d7f961cfcf54a&vjs=3,107600.0,147100.0,127350.0,1,1,0,0,1
job_db1711ba038e28e8,"Analyst, Human Resources Analytics",Ontario Health,Excel,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=db1711ba038e28e8&bb=Ic_W8nQv6gRy_8L31bwzA-z8dNbhvrTipHIEK-cH5R3yibV5HjK5IG427VCWblUf5q_PEw2U40S4380_OB8hu7Nljdc4Re5kzPHHfQr0mf-7gHWPtlFk2rQve1w9UFWGXmDmqS4ig_w%3D&xkcb=SoDu67M39Kh6aWQ8FJ0PbzkdCdPP&fccid=942edb5b2679caa0&vjs=3,,,,0,0,1,0,0
job_f739d1d7a85948d5,Technical Data Analyst,CNOOC International,"Database, Excel, Power Bi, Python, R, Database",,Calgary,AB,https://ca.indeed.com/rc/clk?jk=f739d1d7a85948d5&bb=Ic_W8nQv6gRy_8L31bwzAxq_3yBXkncFjknLDnqhbElax2bPADHzpD-DqnZWAL0Sq8_QTgi08R1kO_gDWuoLKDTzWD3r3w9zU8u93HGPPHfZE3qgwVLpVlJbZJMrg-lA&xkcb=SoBa67M39Kh6aWQ8FJ0ObzkdCdPP&fccid=f1ef242ebbf9831f&vjs=3,,,,0,1,1,0,1
job_68f11dc6499db41d,Data Analyst - Product,Appcast,"Tableau, Machine Learning, Sql, Excel, Python",,Fredericton,NB,https://ca.indeed.com/rc/clk?jk=68f11dc6499db41d&bb=Ic_W8nQv6gRy_8L31bwzA6-ZTjAiMzoOGld8rEih-dNZzuz1wV9SzIZnKf_e0bfk8--dgISVICZc-OIkGGZmywHAVloVgmIGc3UXgPugbomAAqVWlSCUAmPqvX4OSvhV&xkcb=SoDH67M39Kh6aWQ8FJ0NbzkdCdPP&fccid=10e0cb897a7c2024&vjs=3,,,,1,1,1,1,0
job_c0aa81bc93230208,Data Management Analyst,Leonardo DRS,,,Bedford,NS,https://ca.indeed.com/rc/clk?jk=c0aa81bc93230208&bb=Ic_W8nQv6gRy_8L31bwzA5qx35mJdurfmAE7S2d84C3wZ8Q-uoVzQBQNzOIa_iy4pwZDM5ln7QHES7xSt_MPDDX0dLJUoEnbmXSNfk_RverLo8ErVxoyv1iEYEsfqNF6&xkcb=SoCa67M39Kh6aWQ8FJ0DbzkdCdPP&fccid=4730d395dbdb7f3d&vjs=3,,,,0,0,0,0,0
job_e592834da329bf1d,Business Intelligence Analyst,Autodesk,"Tableau, Sql, D3.Js, Power Bi, Python, R",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=e592834da329bf1d&bb=Ic_W8nQv6gRy_8L31bwzA2X8XpMQ0gsqcP9hpLaQiZKIeHu85dqZCY9U3MJAwj_OpeD5PE7OdnFdRMpk-0BjhQyNleflEQC0ZNKoT0pTTFgy0V1G6nVM354vyW_hnDR3&xkcb=SoAu67M39Kh6aWQ8FJ0CbzkdCdPP&fccid=7136762d065a5ad7&vjs=3,,,,1,1,0,1,1
job_c7824e2447449f5d,Research Analyst,Insurance Bureau of Canada,"Excel, Excel",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=c7824e2447449f5d&bb=Ic_W8nQv6gRy_8L31bwzA3v8Wd_mD_yhV8JuzEsO1yr2T1Zus4bZkTvK5f7KWfqRKzu2obSGo1eDngUs25lYeYP2TDpKtksuD1Nqo_Plm9jIh8SoTz2BF0yuu7iVpa2U&xkcb=SoCz67M39Kh6aWQ8FJ0BbzkdCdPP&fccid=14c6223bd7ade2fc&vjs=3,,,,0,0,1,0,0
job_22eb5f0dc6897bbe,Part-time Data Quality Analyst (Fraud Investigation),owl.co,,"20 an hour, 20.00 per hour",Remote in Toronto,ON,https://ca.indeed.com/rc/clk?jk=22eb5f0dc6897bbe&bb=Ic_W8nQv6gRy_8L31bwzA8MmS5UD0TSJ6cJvAZ-SgG5m_yDawQG2A0SbK_zWCN4j_ITOeBISoz7EJarGQoZbrmyYbm0gGWtJY0IFPBjyGI6IJFpOAlO1f5MpBAOzbcji&xkcb=SoAH67M39Kh6aWQ8FJ0AbzkdCdPP&fccid=1529fab848be7490&vjs=3,20.0,20.0,20.0,0,0,0,0,0
job_e29e473a239e3758,IT Cost Business Analyst,Ingersoll Rand,Excel,,Barrie,ON,https://ca.indeed.com/rc/clk?jk=e29e473a239e3758&bb=Ic_W8nQv6gRy_8L31bwzA7uy8olkmuIzjUaZumwRULzCirbaG0ecrwtDEJKXDGfTEKHgpMlLG1LYa92QCsd65zNNpn_COH6sO4fDM-lVEKjxl5b2uymaSw%3D%3D&xkcb=SoCJ67M39Kh6aWQ8FJ0HbzkdCdPP&fccid=2e3453ae2db0c66d&vjs=3,,,,0,0,1,0,0
job_73d96a94fa558377,"Analyst, Business Intelligence",Bell,"Sql, Confluence, Sas, Jira, Teradata","TeamBell and weÃ¢â‚¬, #EmployeeReferralProgram Adequate knowledge of",Toronto,ON,https://ca.indeed.com/rc/clk?jk=73d96a94fa558377&bb=Ic_W8nQv6gRy_8L31bwzA1gUCOo_t9VU6OBLj0jFOTDSRSywkp-EsZc1u-SZ0oNWNirF0nGtaBBM6jqvzZy70bTtU_Hp5ppWhUeZNJNDZZJAE6PQ8oix-6kBqudx-2hi&xkcb=SoA967M39Kh6aWQ8FJ0GbzkdCdPP&fccid=6d9b8e75dfffb17e&vjs=3,,,,1,0,0,0,0
